,id,comment,author,likecount,publishedAt,Label
316,UgwmxKF69Vkjr_4t3-t4AaABAg,Chị Google đã trở lại và lợi hại hơn xưa,_LIZTA _,0,2018-12-06T09:12:04Z,null
317,UgyRMRjlp2k2mSkUBMR4AaABAg,SÂN SI SOI MÓI,Trân Only Jack,0,2018-12-06T07:55:53Z,null
318,Ugykkrwb_NFkwctJ0Dh4AaABAg,Nhạt vloz,Doremon iip,0,2018-12-06T07:53:34Z,null
319,UgxnyOpKFTeCgG1QpI94AaABAg,"Đm...... Conlon nào sỉ nhục các idoll của t, còn bài t thíchhh",YenCao 0,0,2018-12-06T07:23:35Z,null
320,Ugw8GkIZEAtlflegNK94AaABAg,Cái quần què gì.  A. Ha. Ha.,Trangkuns Nguyen,0,2018-12-06T07:16:38Z,null
321,UgwTSiR3NOWJ2IUBvCt4AaABAg,Tan học đừng hòng trốn ra liền phát mấy tập như tâm chi kiển mới hay chứ cứ tập 1 tập 1 đọc muốn độn thổ 😖😖😌😌😑😑,Thao Nguyen,0,2018-12-06T06:11:04Z,null
322,Ugzy5e9Xb8L8MVBu93h4AaABAg,Tào lao,Song Tử,0,2018-12-06T05:51:12Z,null
323,UgxTWqRnt5cicCsUPit4AaABAg,WTF kajima?? :)),Tịnh Hy,0,2018-12-06T05:47:54Z,null
324,UgwsS2IbPg6EB0xi_Q14AaABAg,Lại đây anh nói nhỏ...em là cái gì cũng phải để anh nói ỏ... :vv kiu lại nói cho nghe mà nhỉ?,Trần Ngọc Nhi,0,2018-12-06T05:45:49Z,null
325,UgxlJxc2vTMakzDw-ed4AaABAg,*_chị google đã quay trở lại_*,Bắp Bắp,0,2018-12-06T05:12:31Z,null
326,UgyMv-7d9SaDDLmxd_p4AaABAg,T mệt Mỏi thật sự,Devil King,0,2018-12-06T04:12:24Z,null
327,UgyWas1CA_eblp204Vt4AaABAg,Bài cuối cùng là bài gì vậy,Hiền Nguyễn,0,2018-12-05T23:41:10Z,null
328,UgwbmWERnLSgtSLZE0F4AaABAg,2 trai Tây wow....,CARAT S-Coups,0,2018-12-05T14:56:21Z,null
329,Ugxa3-Uemiw9F8h_rtV4AaABAg,:>> sưn si,Cry Candy,2,2018-12-05T13:37:27Z,null
330,UgzuP1aLvCsVAVDqHpl4AaABAg,xin tên các bài trên,S-Kan,1,2018-12-05T12:57:24Z,null
331,UgzyHEI49WitC5uFv9B4AaABAg,"""Em mới là người yêu anh"" có nghĩa là em mới là người quan tâm yêu thương đến anh, còn nhỏ kia đéo yêu anh đâu",Trinh Nguyễn,964,2018-12-05T12:02:35Z,null
332,Ugz0vwKCUVriD0q0-Uh4AaABAg,0:19 tiếng chị Gg dễ thw vI :)),Ichijo,1,2018-12-05T10:24:53Z,null
333,Ugyqk1Eg7cjkL7bOLkl4AaABAg,Xàm lol,Rin,2,2018-12-05T10:14:56Z,null
334,UgwDIBPusQqqGiwS83R4AaABAg,Cho mình hỏi bài thứ 3 là bài gì vậy,MIA FREE FIRE,0,2018-12-05T10:11:26Z,null
335,Ugxg12QiGV2ws_SfmjB4AaABAg,lmnm,Tu Nguyen,0,2018-12-05T10:02:40Z,null
336,UgzaQJ4K-Mprz_Afz_d4AaABAg,😂😂😂😂😂,Minh Châu,0,2018-12-05T10:00:56Z,null
337,UgyhhcVL9Qin8diRSM14AaABAg,Nói ỏ là gì????,Shin Quyền Thái,0,2018-12-05T09:45:00Z,null
338,UgwfNM7a6r5GTpwvVLl4AaABAg,*Gạch ống nè ad :)))*,Chị của chị Ca Nô,13,2018-12-05T09:08:57Z,null
339,UgxsH7xiEZooEkNkMd54AaABAg,Lát tao cắt trym chi goole,giau nguyen,0,2018-12-05T08:29:56Z,null
340,Ugz-yjh0mXNSv_k1AIB4AaABAg,0:38 là bài j dọ,Nhựt Minh,0,2018-12-05T08:16:39Z,null
341,UgwsNLxBYcecesVcbV54AaABAg,"Chắc thằng clip bị bại não, mà nói bại não thì tội những bệnh nhân bị bại não vì họ ko sân si",thang anh nguyễn,0,2018-12-05T06:43:42Z,null
342,UgygFOKr-DoO99lAL8R4AaABAg,Nói ỏ là nói lol gì anh?,任世豪,0,2018-12-05T06:28:20Z,null
343,UgykaX9uEEsC6csJh3t4AaABAg,Sàm vl,小鱼,0,2018-12-05T06:05:57Z,null
344,UgxbvIiCIkzUK7DzWTZ4AaABAg,Ngừng phán xét húp,TVP KEN,0,2018-12-05T05:29:51Z,null
345,UgxY7Ol050eGRG-Jk5l4AaABAg,"Sao mọi người lại gắt thế nhỉ, chỉ là bình luận đùa vui thôi mà. Dựa vào ý nghĩa trên câu chữ trong lời bài hát thôi chứ có phải dựa vào nội dung đâu mà các thánh chửi. Bộ các bạn không có tính hài hước ak???",Hoatao Doan,197,2018-12-05T04:02:58Z,null
346,UgwxZnrgMvl9KeJ0f9F4AaABAg,"CÒn 1 câu nữa là
-Muốn anh bik, lại muốn anh ko bik , sợ anh bik lại sợ anh ko bik .",Hoàng Tv gaming,0,2018-12-04T15:49:50Z,null
347,Ugzjpr5qmeQPZUMNtyB4AaABAg,Bài đầu là j vậy bn,Jeon Jungkookie,0,2018-12-04T13:58:30Z,null
348,UgxwZzRDFWJUY5lForJ4AaABAg,Cho xin tất cả tên bài hát đi ạ,nhi nguyễn,0,2018-12-04T13:38:38Z,null
349,Ugzkl1ZibPBTOPAeJgR4AaABAg,Nhạt vãi lozzz,Jin MS,7,2018-12-04T12:58:54Z,null
350,UgxkqChGvqxgBE2jdpR4AaABAg,"Tao thấy câu ""Em có yêu bản thân mình ko......."" hơi bị hay mà mày nói cl gì vậy :)))",smosh smosh,0,2018-12-04T12:14:58Z,null
351,UgxLFGcj31_Lk-Mbqe94AaABAg,Đúng là não google,The Tran,0,2018-12-04T11:11:57Z,null
352,UgwUDgPiw7haV5gNNRN4AaABAg,"Đứa lào đc nhìu like thì làm cờ hó ai ít like làm người😂😂🤣🤣
Mong m.n bớt giận bớt giận",loan Le,0,2018-12-04T10:35:30Z,null
353,UgxF_M-kGGg0GEK5DEp4AaABAg,Nhiều cái ad sắp lại còn Hack Não hơn:)),Gái AM Em,0,2018-12-04T10:34:56Z,null
354,UgyuzT0gcme9dKktoop4AaABAg,Mày bớt sân si đi em sàm thì đừng có nghe mày bị ở trên trển phải không nói chuyện ko có văn hoá thua một con lulu luôn đó,Thuy Dang,0,2018-12-04T10:32:19Z,null
355,UgxJfCjB-Xu_bibRqhN4AaABAg,- Nà ní.:>,Mặn Hơn Muối,0,2018-12-04T09:41:50Z,null
356,Ugzjm3ZNJ8m9bKW2w094AaABAg,HACK NÃO VÃI LONE :))),Cậu Vàng Gamer,21,2018-12-04T08:30:17Z,null
357,UgzobJALVBGwzRot6tJ4AaABAg,Bài cuối là bài gì Dạ....?!^~^,Myyen Chieng,2,2018-12-04T06:18:49Z,null
358,UgyUUz884mF2JiXRe7J4AaABAg,"Cái bài em mới là người yêu anh thằng ad nó ngu hay sao mà không hiểu "" Tk đó chia tay bạn gái nó rồi sau đó mới gặp đc Min "" giật CMM chứ giật",Thao Nguyen,0,2018-12-04T06:07:16Z,null
359,UgzRE1llKGlsCBsFlpJ4AaABAg,Chị gu gồ come bạch :v,TeA jay,789,2018-12-04T05:22:47Z,null
360,UgwXNwtX85BGy6J0dYt4AaABAg,Bài cuối cg tên j vậy,Thoai Pham,1,2018-12-04T05:22:24Z,null
361,Ugx5yyBzx8TzpcQ2Aut4AaABAg,😂😂😂🤣🤣🤣,Phan Pro,0,2018-12-04T02:12:46Z,null
362,Ugw7-gvwS_1RVjfmeZd4AaABAg,Muốn đ*t tao hay gì?   :)),Lão Hồ Đồ,1,2018-12-03T17:01:26Z,null
363,UgzGG1-OuL_OdXRJuDB4AaABAg,Soi vcl :)),Ami,7,2018-12-03T16:07:34Z,null
364,Ugzdi9uwcJogsBzARgh4AaABAg,Nhà,dai chuong,3,2018-12-03T15:12:50Z,null
365,Ugz8TAMyiTwqlIf9gx94AaABAg,Bây bi cắt chim mà :)),_ m u ố i_,192,2018-12-03T14:55:04Z,null
366,UgwCHK7OpeEgAGz-zDh4AaABAg,😂😂😂😂,Thuỳ Dương,7,2018-12-03T13:54:03Z,null
367,Ugxqu19YvdRN0sCGzw94AaABAg,Mấy bài này mà hack não,tùng anh,4,2018-12-03T12:37:06Z,null
368,UgzJDAxwigZD8O9eeVN4AaABAg,- Khi chị gu gồ bốc flop nhạc việt =))),ナサン,11,2018-12-03T11:37:27Z,null
369,Ugwb8FNlsPsdpjA9mMR4AaABAg,Sân sii,Ổi CT,1,2018-12-03T10:07:05Z,null
370,Ugx2Zh-jlpHNk9G34H94AaABAg,Mấy câu ẩn dụ hay hay không. Sân si ra chi khó ở ghê,Thỏ Nguyễn,63,2018-12-03T07:00:18Z,null
371,UgwJdZcsqSYxMsZ65yR4AaABAg,.ad sunsee ớn 😂,Nguyen Nguyen,7,2018-12-03T05:13:24Z,null
372,UgxPvG6I5RGeyCxn5bN4AaABAg,1:02 là bài j a~,Hong Dang,2,2018-12-03T04:46:32Z,null
373,Ugxw2w-Uwr6BeVhJ7ZJ4AaABAg,Tao thấy nhãm s í:)))),hoàng tươi trần,0,2018-12-03T04:40:31Z,null
374,Ugz9k7XiB_ri4bRRx3J4AaABAg,Ủa đáng lẽ là tràn đầy cầu kiều chứ nhỉ,Trang Nguyễn,1,2018-12-02T22:35:31Z,null
375,UgzWhw9sd8TWvWN4qlt4AaABAg,Cho xin tên tất cả bài trong này nhới,Ninh Do Thi,2,2018-12-02T17:53:32Z,null
376,UgxAzkNtTVkIZ6BQ8JJ4AaABAg,1:51 là bài j dợ,LOVEEE KPOOOPP,8,2018-12-02T13:47:01Z,null
377,UgxpyvyC1VFjQ2cDppB4AaABAg,Đậu má toàn bài tao thích :(((,Ngôi Sao Thời Trang,2,2018-12-02T13:31:07Z,null
378,UgyVzjcJVGzNDH8738B4AaABAg,Nhảm vl k xem hết mà sân si cả lên,[하루]Haru,0,2018-12-02T11:56:06Z,null
379,UgzPp-SFTYs0UR_UDb94AaABAg,Đít lai,tui đây nè chời ahihi,4,2018-12-02T11:37:25Z,null
380,UgwhMkKEogW_-sw0dlZ4AaABAg,1:58 bài j z mn,Thy Nguyen,1,2018-12-02T08:12:26Z,null
381,UgzgEpkSE9NnruIybJ54AaABAg,Bác hơi bị sân si =)),Alojacky To,60,2018-12-02T05:40:52Z,null
382,Ugx8BkjxddJ0yhITqRt4AaABAg,1:24 là bài j ạ,Lê Thị Minh Nguyệt,35,2018-12-01T15:17:20Z,null
383,Ugz21OELD6wd9W6Hw_x4AaABAg,LIKE,Tiểu hy vọng,1,2018-12-01T06:06:54Z,null
384,UgyvKk9bfJgF-N71CPB4AaABAg,Sân si :>,Bún Gạo,415,2018-11-30T10:12:01Z,null
385,UgztgngycJk-ID6hETF4AaABAg,hay,Chi Trịnh,2,2018-11-29T12:02:01Z,null
386,UgyaVZxBLQa7HogBl4p4AaABAg,Đisss like,kiệt,18,2018-11-18T10:28:03Z,null
387,Ugz0WHzhAkNfui5bYF94AaABAg,cmt 2,Anh Buihoang,3,2018-11-15T07:34:56Z,null
388,UgzOTTR2XhcpdmWqIWR4AaABAg,Cmt nhì,sungsin won,2,2018-11-14T12:31:27Z,null
389,Ugyei1O53XMTyXrfCHF4AaABAg,Cmt đầu,LYRIC MUSIC Channel,2,2018-11-14T12:17:23Z,null
